日期,代码,名称,阶段,信号,置信度,信号依据,触发时间,信号强度,备注,信号定性,wash_level,wash_reason,need_l2,位置,量价配合,量柱形态
2025-02-11,001311,多利科技,拉升,拉升,0.6,量价形态+大盘共振+位置确认,2026-09-19 20:23:50,强信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（拉升 无显著增量）,normal,无对倒迹象,True,中位,量价齐升,倍量柱
2025-02-12,001311,多利科技,洗盘,洗盘,0.5,大盘共振+位置确认,2026-09-19 20:23:50,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（洗盘 中性，无显著增量）,normal,无对倒迹象,True,中位,价跌量缩,缩量柱
2025-02-13,001311,多利科技,洗盘,洗盘,0.75,大盘共振+位置确认,2026-09-19 20:23:50,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（洗盘 中性，无显著增量）,normal,无对倒迹象,True,中位,价跌量缩,缩量柱
2025-02-14,001311,多利科技,拉升,拉升,0.4,量价形态+大盘共振+位置确认,2026-09-19 20:23:50,强信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（拉升 无显著增量）,normal,无对倒迹象,True,中位,价升量缩,缩量柱
2025-02-17,001311,多利科技,无明显迹象,无明显迹象,0.0,量价形态+大盘共振+位置确认,2026-09-19 20:23:50,无信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],无明确信号（阶段无迹象，不预测方向）,normal,无对倒迹象,True,中位,量价齐升,普通量柱
2025-02-18,001311,多利科技,洗盘,洗盘,0.75,大盘共振+位置确认,2026-09-19 20:23:50,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（洗盘 中性，无显著增量）,normal,无对倒迹象,True,中位,价跌量缩,缩量柱
2025-02-19,001311,多利科技,无明显迹象,无明显迹象,0.0,量价形态+大盘共振+位置确认,2026-09-19 20:23:50,无信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],无明确信号（阶段无迹象，不预测方向）,normal,无对倒迹象,True,中位,量价齐升,倍量柱
2025-02-20,001311,多利科技,洗盘,洗盘,0.5,大盘共振+位置确认,2026-09-19 20:23:50,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（洗盘 中性，无显著增量）,normal,无对倒迹象,True,中位,价跌量缩,缩量柱
2025-02-21,001311,多利科技,无明显迹象,无明显迹象,0.0,大盘共振+位置确认,2026-09-19 20:23:50,无信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],无明确信号（阶段无迹象，不预测方向）,normal,无对倒迹象,True,中位,量增价跌,普通量柱
2025-02-24,001311,多利科技,洗盘,洗盘,0.5,大盘共振+位置确认,2026-09-19 20:23:50,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（洗盘 中性，无显著增量）,normal,无对倒迹象,True,中位,价跌量缩,缩量柱
2025-02-25,001311,多利科技,洗盘,洗盘,0.5,大盘共振+位置确认,2026-09-19 20:23:50,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（洗盘 中性，无显著增量）,normal,无对倒迹象,True,中位,价跌量缩,缩量柱
2025-02-26,001311,多利科技,拉升,拉升,0.6,量价形态+大盘共振,2026-09-19 20:23:50,中信号,[确认对倒-判据2] 判据2命中：位置=高位，前一日-0.55% 当日+8.52% → 累计+0.08%（滞涨），量101062>1.5×20日均28183 [第22章高位对倒出货，第5章诱多，第4章位置决定性质]，环境=bull，[日线近似，样本未显著，需人工确认]; [参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（弱：拉升高位 80%负，中位数幅度不足）,confirmed,判据2命中：位置=高位，前一日-0.55% 当日+8.52% → 累计+0.08%（滞涨），量101062>1.5×20日均28183 [第22章高位对倒出货，第5章诱多，第4章位置决定性质],True,高位,量价齐升,倍量柱
2025-02-27,001311,多利科技,洗盘,洗盘,0.5,大盘共振+位置确认,2026-09-19 20:23:50,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（洗盘 中性，无显著增量）,normal,无对倒迹象,True,中位,价跌量缩,缩量柱
2025-02-28,001311,多利科技,洗盘,洗盘,0.75,大盘共振+位置确认,2026-09-19 20:23:50,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（洗盘 中性，无显著增量）,normal,无对倒迹象,True,中位,价跌量缩,缩量柱
2025-03-03,001311,多利科技,洗盘,洗盘,0.75,大盘共振+位置确认,2026-09-19 20:23:50,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（洗盘 中性，无显著增量）,normal,无对倒迹象,True,中位,价跌量缩,缩量柱
2025-03-04,001311,多利科技,拉升,拉升,0.4,量价形态+大盘共振+位置确认,2026-09-19 20:23:50,强信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（拉升 无显著增量）,normal,无对倒迹象,True,中位,价升量缩,缩量柱
2025-03-05,001311,多利科技,无明显迹象,无明显迹象,0.0,量价形态+大盘共振+位置确认,2026-09-19 20:23:50,无信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],无明确信号（阶段无迹象，不预测方向）,normal,无对倒迹象,True,中位,量价齐升,普通量柱
2025-03-06,001311,多利科技,拉升,拉升,0.4,量价形态+大盘共振+位置确认,2026-09-19 20:23:50,强信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（拉升 无显著增量）,normal,无对倒迹象,True,中位,价升量缩,平量柱
2025-03-07,001311,多利科技,拉升,拉升,0.6,量价形态+大盘共振,2026-09-19 20:23:50,中信号,[确认对倒-判据2] 判据2命中：位置=过峰，前一日+1.93% 当日+10.25% → 累计+0.12%（滞涨），量107346>1.5×20日均37796 [第22章高位对倒出货，第5章诱多，第4章位置决定性质]，环境=sideways，[日线近似，样本未显著，需人工确认]; [参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（弱：拉升高位 80%负，中位数幅度不足）,confirmed,判据2命中：位置=过峰，前一日+1.93% 当日+10.25% → 累计+0.12%（滞涨），量107346>1.5×20日均37796 [第22章高位对倒出货，第5章诱多，第4章位置决定性质],True,过峰,量价齐升,倍量柱
2025-03-10,001311,多利科技,拉升,拉升,0.4,量价形态+大盘共振,2026-09-19 20:23:50,中信号,[确认对倒-判据2] 判据2命中：位置=高位，前一日+10.25% 当日-2.71% → 累计+0.07%（滞涨），量110147>1.5×20日均42075 [第22章高位对倒出货，第5章诱多，第4章位置决定性质]，环境=sideways，[日线近似，样本未显著，需人工确认]; [参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（弱：拉升高位 80%负，中位数幅度不足）,confirmed,判据2命中：位置=高位，前一日+10.25% 当日-2.71% → 累计+0.07%（滞涨），量110147>1.5×20日均42075 [第22章高位对倒出货，第5章诱多，第4章位置决定性质],True,高位,量增价跌,梯量柱
2025-03-11,001311,多利科技,出货,出货,0.33,大盘共振,2026-09-19 20:23:50,弱信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（出货全组：符号比71%负，中位数偏负；不实时分流个股牛熊，牛股子集偏弱/熊横子集明确反向）,normal,无对倒迹象,True,高位,价跌量缩,缩量柱
2025-03-12,001311,多利科技,无明显迹象,无明显迹象,0.0,量价形态+大盘共振,2026-09-19 20:23:50,无信号,[确认对倒-判据2] 判据2命中：位置=高位，前一日-1.14% 当日+3.14% → 累计+0.02%（滞涨），量100022>1.5×20日均44825 [第22章高位对倒出货，第5章诱多，第4章位置决定性质]，环境=sideways，[日线近似，样本未显著，需人工确认]; [参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],无明确信号（阶段无迹象，不预测方向）,confirmed,判据2命中：位置=高位，前一日-1.14% 当日+3.14% → 累计+0.02%（滞涨），量100022>1.5×20日均44825 [第22章高位对倒出货，第5章诱多，第4章位置决定性质],True,高位,量价齐升,倍量柱
2025-03-13,001311,多利科技,无明显迹象,无明显迹象,0.0,大盘共振,2026-09-19 20:23:50,无信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],无明确信号（阶段无迹象，不预测方向）,normal,无对倒迹象,True,高位,价跌量缩,缩量柱
2025-03-14,001311,多利科技,拉升,拉升,0.4,量价形态+大盘共振,2026-09-19 20:23:50,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（弱：拉升高位 80%负，中位数幅度不足）,normal,无对倒迹象,True,高位,价升量缩,缩量柱
2025-03-17,001311,多利科技,拉升,拉升,0.4,量价形态+大盘共振,2026-09-19 20:23:50,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（弱：拉升高位 80%负，中位数幅度不足）,normal,无对倒迹象,True,高位,价升量缩,平量柱
2025-03-18,001311,多利科技,出货,出货,0.5,大盘共振,2026-09-19 20:23:50,弱信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（出货全组：符号比71%负，中位数偏负；不实时分流个股牛熊，牛股子集偏弱/熊横子集明确反向）,normal,无对倒迹象,True,高位,量增价跌,平量柱
2025-03-19,001311,多利科技,拉升,拉升,0.4,量价形态+大盘共振,2026-09-19 20:23:50,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（弱：拉升高位 80%负，中位数幅度不足）,normal,无对倒迹象,True,高位,量价齐升,梯量柱
2025-03-20,001311,多利科技,拉升,拉升,0.6,量价形态+大盘共振,2026-09-19 20:23:50,中信号,[确认对倒-判据2] 判据2命中：位置=过峰，前一日+3.12% 当日+4.04% → 累计+0.07%（滞涨），量101461>1.5×20日均51234 [第22章高位对倒出货，第5章诱多，第4章位置决定性质]，环境=sideways，[日线近似，样本未显著，需人工确认]; [参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（弱：拉升高位 80%负，中位数幅度不足）,confirmed,判据2命中：位置=过峰，前一日+3.12% 当日+4.04% → 累计+0.07%（滞涨），量101461>1.5×20日均51234 [第22章高位对倒出货，第5章诱多，第4章位置决定性质],True,过峰,量价齐升,梯量柱
2025-03-21,001311,多利科技,洗盘,洗盘,0.75,位置确认,2026-09-19 20:23:50,弱信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（洗盘 中性，无显著增量）,normal,无对倒迹象,True,中位,价跌量缩,缩量柱
2025-03-24,001311,多利科技,洗盘,洗盘,0.75,位置确认,2026-09-19 20:23:50,弱信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（洗盘 中性，无显著增量）,normal,无对倒迹象,True,中位,价跌量缩,缩量柱
2025-03-25,001311,多利科技,洗盘,洗盘,0.5,大盘共振+位置确认,2026-09-19 20:23:50,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（洗盘 中性，无显著增量）,normal,无对倒迹象,True,中位,价跌量缩,缩量柱
2025-03-26,001311,多利科技,拉升,拉升,0.4,量价形态+位置确认,2026-09-19 20:23:50,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（拉升 无显著增量）,normal,无对倒迹象,True,中位,价升量缩,缩量柱
2025-03-27,001311,多利科技,洗盘,洗盘,0.5,位置确认,2026-09-19 20:23:50,弱信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（洗盘 中性，无显著增量）,normal,无对倒迹象,True,中位,价跌量缩,缩量柱
2025-03-28,001311,多利科技,洗盘,洗盘,0.5,大盘共振+位置确认,2026-09-19 20:23:50,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（洗盘 中性，无显著增量）,normal,无对倒迹象,True,中位,价跌量缩,缩量柱
2025-03-31,001311,多利科技,无明显迹象,无明显迹象,0.0,大盘共振+位置确认,2026-09-19 20:23:50,无信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],无明确信号（阶段无迹象，不预测方向）,normal,无对倒迹象,True,中位,量增价跌,普通量柱
2025-04-01,001311,多利科技,洗盘,洗盘,0.5,大盘共振+位置确认,2026-09-19 20:23:50,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（洗盘 中性，无显著增量）,normal,无对倒迹象,True,中位,价跌量缩,缩量柱
2025-04-02,001311,多利科技,无明显迹象,无明显迹象,0.0,量价形态+大盘共振+位置确认,2026-09-19 20:23:50,无信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],无明确信号（阶段无迹象，不预测方向）,normal,无对倒迹象,True,中位,量价齐升,平量柱
2025-04-03,001311,多利科技,拉升,拉升,0.4,量价形态+位置确认,2026-09-19 20:23:50,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（拉升 无显著增量）,normal,无对倒迹象,True,中位,量增价跌,梯量柱
2025-04-07,001311,多利科技,无明显迹象,无明显迹象,0.0,大盘共振+位置确认,2026-09-19 20:23:50,无信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],无明确信号（阶段无迹象，不预测方向）,normal,无对倒迹象,True,低位,价跌量缩,缩量柱
2025-04-08,001311,多利科技,无明显迹象,无明显迹象,0.0,量价形态+大盘共振+位置确认,2026-09-19 20:23:50,无信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],无明确信号（阶段无迹象，不预测方向）,normal,无对倒迹象,True,凹底,量增价跌,倍量柱
